code;description;cost;price;minimum_stock;intial_stock;size_id
196805898291;POLO TOMMY JEANS ;0;76;3;97;3
197232470111;POLO TOMMY JEANS ;0;77;3;1;1
197232469900;POLO TOMMY JEANS ;0;77;3;1;2
196805581131;POLO TOMMY JEANS NEGRO ;0;72;3;97;1
196805920015;POLO TOMMY JEANS WORLDWIDE;0;81;3;100;1
196805920039;POLO TOMMY JEANS WORLDWIDE;0;81;3;97;4
260322;POLO TOMMY NEW YORK BLANCO ;0;71;3;97;2
250292;POLO TOMMY NEW YORK CITY;0;71;3;99;2
43750;RELOJ INVICTA ;0;174;3;97;15
45251;RELOJ INVICTA  DORADO ;0;215;3;97;15
44665;RELOJ INVICTA (44665);0;230;3;2;15
2525;RELOJ INVICTA GLADIADOR ;0;660;3;97;15
41114;RELOJ INVICTA MODELO 41114;0;426;3;3;15
196604351652;SANDALIAS AIR MORE UPTEMPO SLIDE;0;221;3;98;25
196301602453;SANDALIAS ALTAS CALAVIN KLEIN JEANS;0;80;3;1;6
195866169074;SANDALIAS JORDAN PLAY;0;106;3;98;20
195743019973;SHORT ADIDAS NEGRO VARIOS LOGOS;0;70;3;1;2
196155376388;SHORT JORDAN;0;95;3;97;3
196156374604;SHORT JORDAN AIR;0;103;3;97;3
195871662423;SHORT JORDAN AIR FLIGHT PARLANTE;0;130;3;97;1
196150772376;SHORT JORDAN CREMA;0;79;3;97;3
195871658310;SHORT JORDAN NEGRO;0;87;3;99;2
195871658327;SHORT JORDAN NEGRO;0;87;3;96;3
195871658303;SHORT JORDAN NEGRO ;0;87;3;98;1
195866377172;SHORT JORDAN ROJO DIAMOND;0;86;3;97;4
195866377158;SHORT JORDAN ROJO DIAMOND;0;86;3;97;2
196150993375;SHORT JORDAN VERDE;0;79;3;95;2
196150993412;SHORTS JOPRDAN VER;0;79;3;96;4
194957825486;SHORTS JORDAN AIR ;0;85;3;97;2
195868357783;SHORTS JORDAN JUMPMAN;0;81;3;97;1
196147186629;SHORTS NIKE IMPERMEABLE;0;87;3;97;2
196460913001;VESTIDO ADIDAS NEGRO;0;53;3;100;2
196460905204;VESTIDO ADIDAS ROJO ;0;45;3;98;113
196806483458;VESTIDO CALVIN KLEIN NEGRO ;0;87;3;1;113
195747391716;ZAPATILLAS ADIDAS NMD ;0;234;3;97;23
196969272449;ZAPATILLAS AIR JORDAN 1 MID ;0;378;3;2;23
196604378666;ZAPATILLAS AIR JORDAN 7 RETRO ;0;320;3;1;20
196152215666;ZAPATILLAS JORDAN STAY LOYAL 2;0;229;3;97;20
196969499761;ZAPATILLAS NIKE AIR FORCE 1 ;0;259;3;1;20
196152248244;ZAPATILLAS NIKE AIR MAX TERRASCAPE 90 ;0;327;3;1;25
4065452745011;ZAPATILLAS PUMA PL MIRAGE SPORT ALPHALT;0;249;3;100;23
195100541420;ZAPATILLAS PUMA RS FAST ;0;165;3;96;18
195100541406;ZAPATILLAS PUMA RS FAST ;0;165;3;97;20
196805643129;ZAPATILLAS TOMMY HILFIGER;0;233;3;97;20
196154169936; POLO JORDAN AIR NEGRO LOGO;0;70;1;99;5
195869185385; ZAPATILLAS JORDAN STAY LOYAL ;0;229;1;99;36
195743634688;ADIDAS CIRCOLOCO FORUM LOW;0;203;1;99;37
195745218183;ADIDAS EXHIBIT B ;0;197;1;99;38
194814323629;ADIDAS FORUM LOW AZUL BLANCA;0;209;1;99;23
194814323643;ADIDAS FORUM LOW AZUL BLANCA;0;209;1;99;18
194814323599;ADIDAS FORUM LOW AZUL BLANCA;0;209;1;100;39
192615107028;ADIDAS OZWEEGO;0;209;1;100;40
192615107141;ADIDAS OZWEEGO;0;209;1;99;41
192615107103;ADIDAS OZWEEGO;0;209;1;100;39
192615107073;ADIDAS OZWEEGO;0;209;1;99;23
195748436454;ADIDAS RIVALRY LOW 86;0;240;1;100;18
195748436430;ADIDAS RIVALRY LOW 86;0;240;1;99;23
195747648735;ADIDAS RIVALRY LOW 86 W;0;235;1;99;20
195747648698;ADIDAS RIVALRY LOW 86 W;0;235;1;100;41
195747652428;ADIDAS RIVALRY LOW 86 W;0;235;1;100;39
195747652350;ADIDAS RIVALRY LOW 86 W;0;235;1;100;42
196465921544;ADIDAS RIVALRY LOW J;0;210;1;1;13
195739817859;ADIDAS SUPERSTAR BONEGA W ;0;249;1;99;12
196604414838;AIR FLIGHT LITE MID;0;265;1;99;44
196153202993;AIR FLIGHT LITE MID;0;280;1;99;25
196153203006;AIR FLIGHT LITE MID;0;280;1;99;23
196153203013;AIR FLIGHT LITE MID;0;280;1;99;18
196604451987;AIR FOCE 1 LOW RETRO;0;300;1;99;44
196154807029;AIR FORCE 1 (GS) NARANJA;0;235;1;99;8
196154807050;AIR FORCE 1 (GS) NARANJA;0;235;1;99;12
196605880533;AIR FORCE 1 ´07LX;0;281;1;99;45
196605880557;AIR FORCE 1 ´07LX;0;281;1;99;36
196605880540;AIR FORCE 1 ´07LX;0;281;1;99;8
196604451994;AIR FORCE 1 LOW RETRO;0;300;1;99;46
196605898316;AIR FORCE 1 LV8 ;0;233;1;99;45
196605898422;AIR FORCE 1 LV8 BG;0;225;1;99;47
196605898453;AIR FORCE 1 LV8 BG;0;225;1;99;13
196605898446;AIR FORCE 1 LV8 BG;0;225;1;99;37
196605898408;AIR FORCE 1 LV8 BG;0;225;1;99;8
196604217576;AIR JORDAN 1 HIGH G;0;318;1;100;18
196604217569;AIR JORDAN 1 HIGH G;0;318;1;99;23
196151738807;AIR JORDAN 1 MID;0;162;1;99;8
196151738814;AIR JORDAN 1 MID ;0;162;1;99;36
196149233642;AIR JORDAN 11RETRO LOW IE;0;330;1;99;41
196153971226;AIR JORDAN 2 RETRO;0;279;1;99;37
196154160841;AIR JORDAN 2 RETRO;0;315;1;100;47
196154160810;AIR JORDAN 2 RETRO;0;315;1;100;45
196154160865;AIR JORDAN 2 RETRO;0;315;1;99;37
196154160858;AIR JORDAN 2 RETRO;0;315;1;99;12
196154160827;AIR JORDAN 2 RETRO ;0;315;1;99;8
196153201682;AIR JORDAN 6 RETRO;0;500;1;99;46
196152171870;AIR JORDAN DUB ZERO;0;162;1;99;12
196152171863;AIR JORDAN DUB ZERO;0;162;1;99;47
196152171856;AIR JORDAN DUB ZERO;0;162;1;99;36
196152171849;AIR JORDAN DUB ZERO;0;162;1;99;8
196154183185;AIR JORDAN DUB ZERO ;0;270;1;99;20
193150129445;AIR JORDAN LEGACY 312 LOW;0;235;1;1;37
195869250694;AIR JORDAN LEGACY 312 LOW ;0;304;1;99;18
195869250670;AIR JORDAN LEGACY 312 LOW ;0;304;1;99;25
196148915501;AIR JORDAN XXXVII ;0;234;1;99;8
196148915549;AIR JORDAN XXXVII ;0;234;1;99;37
196153741447;AIR MAX 90;0;300;1;100;48
196607825082;AIR MORE UPTEMPO SLIDE NA;0;226;1;98;25
196607825099;AIR MORE UPTEMPO SLIDE NA;0;226;1;99;18
303030;BACK PACK ;0;93;1;99;49
827782041737;BILLETERA CALVIN KLEIN ;0;65;1;99;15
827782028264;BILLETERA CALVIN KLEIN MARRON ;0;65;1;99;15
193971600437;BILLETERA COACH ;0;215;1;99;15
195031513701;BILLETERA COACH ;0;193;1;99;15
889532539734;BILLETERA COACH ;0;204;1;98;15
25247;BILLETERA COACH NEGRA Y BORDES ROJOS ;0;215;1;99;15
762346357889;BILLETERA FOSIIL ;0;102;1;99;15
762346366133;BILLETERA FOSIL NEGRO;0;92;1;99;15
723764621945;BILLETERA FOSSIL;0;90;1;99;15
723764587227;BILLETERA FOSSIL;0;90;1;99;15
762346344834;BILLETERA FOSSIL CUERO AZUL;0;70;1;99;15
762346319795;BILLETERA FOSSIL EASTON TRAVELER R ;0;94;1;1;15
190231718727;BILLETERA GUESS MARRON ;0;68;1;99;15
1234;BILLETERA SOBRE GUESS;0;90;1;99;15
196038641541;BILLETERA TH LARGA ;0;116;1;99;15
196805119181;BILLETERA TOMMY HILFIGER DE MUJER ;0;135;1;99;15
196156368443;BIVIDI JORDAN;0;69;1;99;3
852;BIVIDI JORDAN;0;69;1;99;2
7622336007558;BIVIRI GUESS;0;85;1;99;2
7622336520910;BIVIRI GUESS;0;49;1;99;2
7622336520927;BIVIRI GUESS;0;49;1;99;3
7622336929126;BIVIRI GUESS;0;57;1;99;22
194499051145;BLAZER MID '77 VNTG;0;250;1;100;46
196606055435;BODY CREMA;0;80;1;100;2
197232224806;BOLSO TOMMY HILFIGER GRANDE BEIGS ;0;185;1;1;15
197232277208;BOTINES TOMMY JEANS ;0;203;1;1;44
194999130883;BOXER 3PACK TH COTTON;0;70;1;99;4
194999316591;BOXER ALGDON;0;69;1;99;4
196807079100;BOXER CALVIN KLEIN;0;87;1;99;2
196807079063;BOXER CALVIN KLEIN;0;87;1;99;4
196807295272;BOXER CALVIN KLEIN;0;69;1;99;2
196807295289;BOXER CALVIN KLEIN;0;69;1;99;3
196807304431;BOXER CALVIN KLEIN;0;90;1;99;3
196807304417;BOXER CALVIN KLEIN;0;90;1;99;1
196807304424;BOXER CALVIN KLEIN;0;90;1;99;2
029442780561;BOXER CALVIN KLEIN BLANCO PACK 7;0;116;1;99;4
029442780554;BOXER CALVIN KLEIN BLANCO PACK 7;0;116;1;99;113
196807079834;BOXER CALVIN KLEIN PACK 3;0;75;1;99;1
029442856365;BOXER CALVIN KLEIN PACK 3;0;70;1;99;3
790812275542;BOXER CALVIN KLEIN PACK 3;0;93;1;99;1
196807082513;BOXER CALVIN KLEIN PACK 3;0;57;1;99;1
790812270417;BOXER CALVIN KLEIN PACK 3UNIDADES;0;90;1;99;1
608926301296;BOXER CALVIN KLEIN PACK 7;0;135;1;99;2
790812487792;BOXER CALVIN KLEIN PACK 7;0;135;1;99;4
608926762882;BOXER CALVIN KLEIN PACK DE 3 UNIDADES;0;86;1;99;4
196807295456;BOXER CALVIN KLEIN PACK DE 3 UNIDADES;0;87;1;97;2
196807295470;BOXER CALVIN KLEIN PACK DE 3 UNIDADES;0;87;1;99;4
608926762875;BOXER CALVIN KLEIN PACK DE 3 UNIDADES ;0;86;1;99;3
029442780646;BOXER CALVIN KLEIN PACK DE 3 UNIDADES ;0;100;1;1;113
608926762790;BOXER CALVIN KLEIN PACK DE 3 UNIDADES NEGROS;0;86;1;99;4
608926762806;BOXER CALVIN KLEIN PACK DE 3 UNIDADES NEGROS;0;86;1;99;15
029442780530;BOXER CALVIN KLEIN PACK DE 7 UNIDADES ;0;116;1;99;1
029442780356;BOXER CALVIN KLEIN PACK DE 7 UNIDADES NEFROS ;0;128;1;99;1
608926762851;BOXER CALVIN KLIEN PACK DE 3 UNIDADES ;0;86;1;99;113
196807079094;BOXER CK PACK DE 5;0;87;1;99;1
196807084289;BOXER CLAVIN KLEIN PACK 3 UNIDADES;0;93;1;99;2
196807084272;BOXER CLAVIN KLEIN PACK 3 UNIDADES;0;93;1;99;1
194999316577;BOXER COTTON STRETCH;0;67;1;99;2
631620650667;BOXER PACK DE 3 TH;0;75;1;99;3
011528152485;BOXER PACK DE 3 TH;0;75;1;99;2
631620650711;BOXER PACK DE 3 TH;0;75;1;100;4
194999306424;BOXER TH MENS ;0;91;1;100;2
194999306431;BOXER TH MENS ;0;91;1;99;3
194999306448;BOXER TH MICRO FIBRA;0;74;1;100;4
194999336018;BOXER TOMMY HILFIGER;0;80;1;99;2
194999316638;BOXER TOMMY HILFIGER;0;74;1;99;3
194999103184;BOXER TOMMY HILFIGER ;0;80;1;99;3
194999103177;BOXER TOMMY HILFIGER ;0;80;1;99;2
194999336025;BOXER TOMMY HILFIGER ;0;80;1;99;3
088541954495;BOXER TOMMY HILFIGER PACK 5 UNIDADES;0;111;1;99;3
194999316645;BOXER TOMMY HILFIGER PACK DE 3 UNIDADES;0;74;1;99;4
194999103191;BOXER TOMMY HILFIGER PACK DE 3 UNIDADES;0;74;1;99;4
194999316614;BOXER TOMMY HILFIGER PACK DE 4 UNIDADES;0;74;1;99;1
196807306787;BOXERS CALVIN KLEIN PACK DE 3 UNIDADES;0;75;1;99;3
196807307197;BOXERS CALVIN KLEIN PACK DE 3 UNIDADES;0;75;1;99;2
196807311521;BOXERS CALVIN KLEIN PACK DE 3 UNIDADES;0;75;1;99;1
196807295326;BOXERS CALVIN KLEIN PACK DE 3 UNIDADES;0;75;1;99;1
029442856341;CALSONCILLO CALVIN KLEIN;0;58;1;99;1
196807078714;CALSONCILLO CALVIN KLEIN;0;87;1;99;2
196807078707;CALSONCILLO CALVIN KLEIN PACK 4 UNIDADES;0;87;1;99;1
196807078738;CALSONCILLOSCALVIN KLEIN;0;87;1;99;4
196807094684;CALZONCILLO CALVIN KLEIN PACK 3;0;56;1;99;3
7617076616122;CAMISA GUESS;0;110;1;99;2
196805390399;CAMISA TH RAYAS;0;92;1;99;3
196805390344;CAMISA TH RAYAS ROJAS ;0;92;1;99;1
193106062642;CAMISERO ADIDAS;0;52;1;99;1
7622336007565;CAMISETA GUESS ;0;70;1;99;113
843061113179;CANGURO GUESS;0;144;1;99;15
843061113155;CANGURO GUESS;0;144;1;99;15
843061113162;CANGURO GUESS ;0;144;1;99;15
807421872328;CANGURO JORDAN JUMPMAN;0;46;1;99;15
196163132884;CANGURO MICHAEL KORS;0;388;1;1;15
196163765792;CANGURO MICHAEL KORS DAMA ;0;268;1;100;15
196805672594;CANGURO TOMMY HILFIGER;0;85;1;99;15
723764626018;CARTERA FOSSIL ;0;150;1;99;15
723764634938;CARTERA FOSSIL ;0;174;1;99;15
723764621976;CARTERA FOSSIL FLORES ;0;179;1;99;15
723764626292;CARTERA FOSSIL GABRIELLA;0;174;1;1;15
723764635003;CARTERA FOSSIL NEGRA ;0;174;1;99;15
190231651840;CARTERA GUESS;0;220;1;99;15
190231669036;CARTERA GUESS AZUL CHICA;0;145;1;100;15
190231718772;CARTERA GUESS BLANCA;0;179;1;100;15
190231702689;CARTERA GUESS BLANCA CON LOGOS ;0;249;1;99;15
190231669029;CARTERA GUESS BLANCO CHICA;0;160;1;99;15
190231668985;CARTERA GUESS CEBRA ;0;256;1;1;15
190231793373;CARTERA GUESS DE 3 UNIDADES NEGRA ;0;241;1;99;15
843061112226;CARTERA GUESS GAMUZA NEGRA ;0;129;1;100;15
190231671237;CARTERA GUESS GRANDE ;0;251;1;99;15
190231720454;CARTERA GUESS MARRON / VERDE ;0;253;1;99;15
190231678342;CARTERA GUESS MUJER;0;277;1;99;15
190231720096;CARTERA GUESS NEGRA ;0;253;1;100;15
190231702603;CARTERA GUESS NEGRA CON LOGOS ;0;249;1;99;15
190231695264;CARTERA GUESS ROSADA;0;193;1;99;15
190231591276;CARTERA GUESS VERDE HADE;0;179;1;99;15
190231720256;CARTERA LOGO  GUESS CREMA ;0;253;1;99;50
190231633105;CARTERA MINI GUESS;0;220;1;99;15
194900658130;CARTERA MK BEIGE;0;438;1;99;15
196237293022;CARTERA MK CHARLOTTE;0;349;1;1;15
194900658147;CARTERA MK MARRON;0;438;1;99;15
196805120545;CARTERA TOMMY HILFIGER NEGRO ;0;211;1;99;15
196460352961;CASACA ADIDAS ;0;73;1;99;4
196468075404;CASACA ADIDAS BLANCO MUJER ;0;103;1;100;22
196468075343;CASACA ADIDAS BLANCO MUJER ;0;103;1;99;1
195746740966;CASACA ADIDAS CREMA;0;102;1;99;2
195746741024;CASACA ADIDAS CREMA;0;110;1;99;3
195243568049;CASACA AMARILLA;0;178;1;99;3
196745975373;CASACA DE PELUCHE CK ;0;102;1;99;1
21179;CASACA GUESS DE MUJER ;0;200;1;99;113
0100827782037839;CASACA JEAN CALVIN KLEIN MARRON;0;125;1;99;22
196805679944;CASACA JEANS TH ;0;174;1;99;2
196805297360;CASACA JEANS TH ;0;249;1;99;1
196805619124;CASACA JEANS TH MENS;0;203;1;99;1
196805679951;CASACA JEANS TH MENS ;0;174;1;99;1
742728837338;CASACA JORDAN DE NIÑO ;0;80;1;99;113
196155373066;CASACA JORDAN FLIGTH ;0;200;1;99;113
195738015430;CASACA JUVENTUS;0;116;1;100;1
195738015447;CASACA JUVENTUS;0;116;1;99;4
196147183581;CASACA NIKE AZUL;0;180;1;99;2
196147183543;CASACA NIKE AZUL;0;180;1;99;1
195245620165;CASACA NIKE CORTAVIENTO;0;90;1;99;2
195245620172;CASACA NIKE CORTAVIENTO;0;90;1;99;3
195245620141;CASACA NIKE CORTAVIENTO ;0;90;1;99;22
195740799793;CASACA NIKE CREMA;0;150;1;99;1
195740799762;CASACA NIKE CREMA;0;150;1;99;2
195740799779;CASACA NIKE CREMA;0;150;1;99;3
196153439276;CASACA NIKE HUESO WOMAN;0;192;1;99;2
196153439269;CASACA NIKE HUESO WOMAN;0;192;1;99;1
196147188180;CASACA NIKE IMPERMEABLE;0;180;1;100;4
196147188067;CASACA NIKE IMPERMEABLE ;0;180;1;99;1
195871966408;CASACA NIKE VERDE;0;150;1;99;1
196805295311;CASACA TOMMY HILFIGER ;0;210;1;100;3
196038995743;CASACA TOMMY HILFIGER ;0;270;1;99;3
196038455476;CASACA TOMMY JEANS;0;243;1;99;2
196805857045;CASACA TOMMY JEANS ;0;174;1;99;113
196038996795;CASACA TOMMY JEANS ;0;249;1;99;1
196038455483;CASACA TOMMY JEANS ;0;243;1;99;1
196805610947;CASACATOMMY JEANS VERDE;0;224;1;99;2
196150958107;CHULLO JORDAN GUINDA;0;85;1;99;15
195242069882;CHULLO JORDAN PLOMO;0;85;1;99;15
45315;COALITION FORCES X-WING;0;221;1;99;15
5330079;CONJUNTO DE GASA FASHION MODA;0;55;1;100;1
4619655;CONJUNTO FALDA+BLUSA;0;60;1;100;22
196151066672;CONJUNTO JORDAN ;0;350;1;99;3
742728204994;CONJUNTO JORDAN DE NIÑO ;0;112;1;99;113
742728203980;CONJUNTO JORDAN DE NIÑO ;0;112;1;100;52
4065429756453;CONJUNTO NIKE;0;110;1;98;1
194502306613;CONJUNTO NIKE HOMBRE;0;145;1;99;1
196156663876;CONJUNTO NIKE PLOMO CLARO;0;150;1;99;2
195245683689;CONJUNTO NIKE TELA ARRUGADA;0;165;1;99;1
195245683764;CONJUNTO NIKE TELA ARRUGADA;0;165;1;100;3
195245683726;CONJUNTO NIKE TELA ARRUGADA;0;165;1;99;2
195242977866;CONJUNTO NIKE VERDE;0;210;1;99;4
232323;CONJUNTO PUMA XL ;0;200;1;99;4
197232450885;COOREA TOMMY HILFIGER ;0;109;1;100;53
196395138524;CORREA COACH ;0;231;1;99;15
197232450878;CORREA TOMMY HILFIGER ;0;109;1;100;54
196152190499;COSMIC UNITY 2;0;263;1;99;25
196152190505;COSMIC UNITY 2;0;263;1;99;23
196807146475;CROP CALVIN KLEIN BLANCO;0;85;1;98;22
196745930242;CROP CALVIN KLEIN MANGA LARGA ;0;76;1;99;3
196807146383;CROP CALVIN KLEIN NEGRO;0;85;1;100;1
196605754674;CROP JORDAN;0;93;1;99;1
196605754681;CROP JORDAN ;0;53;1;99;2
190231788959;CROSSBODY GUESS BLANCO ;0;263;1;1;15
723763265546;EMPORIO ARMANI SILVER DIAL MEN'S / LADIES WATCH SET;0;537;1;1;15
0120194998954347;GORRA CALVIN KLEIN ;0;92;1;99;15
827782042642;GORRA CALVIN KLEIN GUINDA;0;54;1;99;15
677878791523;GORRA GUESS BICOLOR;0;90;1;99;15
677878805589;GORRA GUESS LOGO DORADO ;0;68;1;98;15
677878803448;GORRA GUESS NEGA TIPO CUERO ;0;68;1;99;15
677878717189;GORRA GUESS NEGRA;0;80;1;99;15
195867988889;GORRA JORDAN CELESTE;0;80;1;99;15
196788561526;GORRA KARL LAGERFELD ;0;83;1;1;15
195563345528;GORRA MICHAEL NESS;0;80;1;99;15
195563345535;GORRA MITCHELL NESS ;0;50;1;99;15
432343;GORRA TH BLANCA;0;53;1;99;15
196805442739;GORRA TH ROJA;0;66;1;99;15
97187;GORRA TOMMY HILFIGER ;0;66;1;99;15
645404521524;GORRA TOMMY HILFIGER BLANCA ;0;70;1;99;15
202456;GORRA TOMMY HILFIGER PLOMA;0;66;1;1;15
28481;INVICTA ANGEL MUJER;0;228;1;99;15
40124;INVICTA AVIATOR MEN'S;0;290;1;99;15
33940;INVICTA AVIATOR MEN'S WATCH;0;237;1;99;15
42079;INVICTA AVIATOR MEN'S WATCH;0;269;1;99;15
29999;INVICTA BOLT BOLT ZEUS MAGNUM;0;321;1;99;15
37885;INVICTA DC COMICS BLACK ADAM ;0;237;1;99;15
43360;INVICTA GLADIADOR RESERVE SWISS WOMAN;0;285;1;99;15
40835;INVICTA MARVEL BLACK PANTHER MEN'S ;0;237;1;99;15
43530;INVICTA MLB MINNESOTA TWINS UNISEX;0;155;1;99;15
35744;INVICTA PRO DIVER ;0;169;1;99;15
33835;INVICTA PRO DIVER MEN'S;0;232;1;99;15
32337;INVICTA PRO DRIVER ;0;137;1;99;15
36891;INVICTA RESERVE GLADIADOR;0;642;1;99;15
46230;INVICTA RESERVE GLADIADOR SWISS;0;515;1;99;15
43125;INVICTA RESERVE MAGNUM TRIA AUTOMATIC;0;870;1;99;15
41536;INVICTA RESERVE NFL LAS VEGAS RAIDERS ;0;494;1;99;15
39488;INVICTA RESERVE SUBAQUA SWISS;0;330,6;1;99;15
23086;INVICTA S1 RALLY MEN'S WATCH;0;200;1;99;15
35738;INVICTA S1 RALLY MEN'S WATCH;0;237;1;99;15
38434;INVICTA SPECIALTY SWISS RONDA;0;200;1;99;15
194900881484;JET SET TRAVEL NEGRO;0;407;1;1;15
194959944697;JOGGER CHAMPION DAMA ;0;70;1;99;22
196284469951;JOGGER CK MUJER ;0;77;1;99;2
195871661020;JOGGER JORDAN;0;175;1;99;3
195871676260;JOGGER JORDAN;0;160;1;99;113
195238703752;JOGGER JORDAN ;0;125;1;99;113
195871640117;JOGGER JORDAN ;0;96;1;99;4
195871661006;JOGGER JORDAN ;0;175;1;99;1
195871661037;JOGGER JORDAN ;0;175;1;99;4
196150809256;JOGGER JORDAN  AIR VERDE ;0;153;1;99;15
196150809249;JOGGER JORDAN  AIR VERDE ;0;153;1;99;3
5656;JOGGER JORDAN 23 ;0;160;1;100;2
677838700398;JOGGER JORDAN DE NIÑO ;0;70;1;99;113
196150808884;JOGGER JORDAN FLIGH;0;220;1;99;2
196155372649;JOGGER JORDAN FLIGHT;0;189;1;99;4
